russian,ingush,definition,source
подлиза,мотт хье́кхар,,ingush_dictionary_full.txt
язык; место,mott,,ingush_dictionary_full.txt
морской язык,мотт-чкъаьра,,ingush_dictionary_full.txt
местность,мотт,,ingush_dictionary_full.txt
казаться,мотта,,ingush_dictionary_full.txt
показаться (почудиться),моттадала,,ingush_dictionary_full.txt
знакомство с невестой,моттбастар,,ingush_dictionary_full.txt
пункт,моттиг,,ingush_dictionary_full.txt
урочище,моттиг,,ingush_dictionary_full.txt
случай,моттиг,,ingush_dictionary_full.txt
позиция,моттиг,,ingush_dictionary_full.txt
имя существительное со значением местонахождения,моттиг белгалъйоаха цӀердош,,ingush_dictionary_full.txt
рекогносцировка,моттиг тахкар,,ingush_dictionary_full.txt
переместиться,моттиг хувца,,ingush_dictionary_full.txt
аберрация,моттиг хувцар,,ingush_dictionary_full.txt
некуда,моттиг яц,,ingush_dictionary_full.txt
топоним,моттиге цӀ||и,,ingush_dictionary_full.txt
участковый,моттигера,,ingush_dictionary_full.txt
топонимика,моттигий цӀераш,,ingush_dictionary_full.txt
закон переместительный,mottigiš xuvca yädal,,ingush_dictionary_full.txt
аберрация (кажущееся смещение небесного объекта вследствие конечной скорости распространения света в сочетании с движением наблюдаемого объекта и наблюдателя),моттигхувцар,,ingush_dictionary_full.txt
притвориться (кем,моттийта,,ingush_dictionary_full.txt
притворный,моттийта деш дола,,ingush_dictionary_full.txt
позёр,моттийта ле́ладер,,ingush_dictionary_full.txt
притворство,моттийта ле́ладу хӀама,,ingush_dictionary_full.txt
притвориться,моттийта,,ingush_dictionary_full.txt
напускной,моттийта,,ingush_dictionary_full.txt
казаться; представляться,mottitæ,,ingush_dictionary_full.txt
языкотворчество,мотткхоллар,,ingush_dictionary_full.txt
языкознание,моттха́р,,ingush_dictionary_full.txt
пасечник,мохгӀалч,,ingush_dictionary_full.txt
ступа,мохк,,ingush_dictionary_full.txt
республика,м||охк,,ingush_dictionary_full.txt
сейсмология,мохк а́гарах дола Ӏилма,,ingush_dictionary_full.txt
сейсмичность,мохк а́гаш хилар,,ingush_dictionary_full.txt
цивилизация,мохк е къам дегӀабара боарам,,ingush_dictionary_full.txt
сейсмический,мохк оагабарах дола,,ingush_dictionary_full.txt
разлить,мохкаде́,,ingush_dictionary_full.txt
облить,мохкаде,,ingush_dictionary_full.txt
краеведение,мохктахкар,,ingush_dictionary_full.txt
краеведческий,мохктохкама,,ingush_dictionary_full.txt
краевед,мохктохкар,,ingush_dictionary_full.txt
мохо (Южная Америка),мохо,,ingush_dictionary_full.txt
Арамхи,МохтӀе,,ingush_dictionary_full.txt
троюродный брат по матери,мохча,,ingush_dictionary_full.txt
внуки,moxči,,ingush_dictionary_full.txt
издавна,моцагӀа денз,,ingush_dictionary_full.txt
в старину,моцагӀа,,ingush_dictionary_full.txt
давным-давно,моцагӀа,,ingush_dictionary_full.txt
незапамятный,моцагӀара,,ingush_dictionary_full.txt
давний,моцагӀара,,ingush_dictionary_full.txt
давнишний,моцагӀара,,ingush_dictionary_full.txt
голод,моцал,,ingush_dictionary_full.txt
голодающий,моцал е́нар,,ingush_dictionary_full.txt
изголодаться,моцал ла́,,ingush_dictionary_full.txt
голодовка,моцал Ӏо́вшар,,ingush_dictionary_full.txt
селение Базоркино,Močqi-jurt,,ingush_dictionary_full.txt
Базоркино,Мочкъий-Юрт,,ingush_dictionary_full.txt
мочо (Северная Америка),мочо,,ingush_dictionary_full.txt
челюсть,мочхал,,ingush_dictionary_full.txt
челюстной,мочхала,,ingush_dictionary_full.txt
свежая (молочная) трава,моша буц,,ingush_dictionary_full.txt
недозрелый,мо́ша,,ingush_dictionary_full.txt
начать созревать,мошдала,,ingush_dictionary_full.txt
понуд. ф. от мошдала (начать созревать),мошдалийта,,ingush_dictionary_full.txt
мпонгве (Африка),мпонгве,,ingush_dictionary_full.txt
матабеле (Африка),мтабеле,,ingush_dictionary_full.txt
рубец,муа,,ingush_dictionary_full.txt
шрам,муа,,ingush_dictionary_full.txt
рубцеваться,муа бе,,ingush_dictionary_full.txt
нить,муал,,ingush_dictionary_full.txt
музыка,муам,,ingush_dictionary_full.txt
муби (Африка),мубе,,ingush_dictionary_full.txt
вереница,мугӀ,,ingush_dictionary_full.txt
строка,мугӀ,,ingush_dictionary_full.txt
строфа,мугӀ,,ingush_dictionary_full.txt
ряд,мугӀ,,ingush_dictionary_full.txt
строчка,мугӀ,,ingush_dictionary_full.txt
шеренга,мугӀ,,ingush_dictionary_full.txt
ряд; строчка,mugh,,ingush_dictionary_full.txt
рядовой,мугӀарагӀа дола,,ingush_dictionary_full.txt
рядами,мугӀарагӀа,,ingush_dictionary_full.txt
поля из лентообразных узких и ровных террас,мугӀраш,,ingush_dictionary_full.txt
тёплое пойло для скота,муж,,ingush_dictionary_full.txt
доахана миеладер; хий,муж,,ingush_dictionary_full.txt
пойло,муж,,ingush_dictionary_full.txt
1) похлёбка в тёплом виде; 2) тёплое озеро или минеральный источник; 3) солёная вода,муж,,ingush_dictionary_full.txt
бурда,muž-molo <i>(hätta)</i>,,ingush_dictionary_full.txt
русский мужик,мужге,,ingush_dictionary_full.txt
мужик,мужг||е,,ingush_dictionary_full.txt
табак-самосад,мужгий тхьамка,,ingush_dictionary_full.txt
мужицкий,мужгий,,ingush_dictionary_full.txt
Мужичи,Мужече,,ingush_dictionary_full.txt
суслик,мукад||ахка,,ingush_dictionary_full.txt
складной карманный нож,мукх,,ingush_dictionary_full.txt
нож,мукх,,ingush_dictionary_full.txt
1) ячмень; 2) (б-д) рукоять колющего оружия; 3) (й-й) ржавчина; 4) (д-д) ножик,мукх,,ingush_dictionary_full.txt
аьшк,мукх,,ingush_dictionary_full.txt
ржавчина,мукх,,ingush_dictionary_full.txt
нержавеющий,мукх ца дуа,,ingush_dictionary_full.txt
ножик; бритва,muq,,ingush_dictionary_full.txt
подкинжальный ножичек.,мукх,,ingush_dictionary_full.txt
перловка,мукха ишк,,ingush_dictionary_full.txt
перловый,мукха ишках даь,,ingush_dictionary_full.txt
ячменный,мукха,,ingush_dictionary_full.txt
ржаветь,мукхдаа,,ingush_dictionary_full.txt
заржаветь,мукхдаа,,ingush_dictionary_full.txt
проржаветь,мукхдаа,,ingush_dictionary_full.txt
коррозия,мукхдаар,,ingush_dictionary_full.txt
понуд. ф. от мукхдаа (ржаветь),мукхдаийта,,ingush_dictionary_full.txt
ржавый,мукхдиа,,ingush_dictionary_full.txt
заржавелый,мукхдиа,,ingush_dictionary_full.txt
заржавленный,мукхдиа,,ingush_dictionary_full.txt
проржавленный,мукхдиа,,ingush_dictionary_full.txt
